MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Label,Filename
-420.86902,104.61107,46.823868,40.92363,27.556374,29.613026,18.922682,17.411888,12.608818,12.419301,10.627038,10.382216,6.9418807,Ll,130_2b4_Ll_mc_AKGC417L.wav
-397.28433,116.00903,51.062325,36.572243,28.144196,30.19703,21.619017,17.242167,15.836764,11.234305,11.938788,8.732826,9.689094,Lr,130_2b4_Lr_mc_AKGC417L.wav
-419.0023,134.1534,74.56613,56.244465,34.595818,25.602367,16.237173,13.34323,10.266876,9.113012,8.115469,6.941991,5.137099,Pl,130_2b4_Pl_mc_AKGC417L.wav
-229.24538,156.82916,56.044903,34.939957,23.549044,22.229084,19.172539,15.685805,12.455021,11.65733,8.8439455,6.848543,7.211517,Pl,130_2p3_Pl_mc_AKGC417L.wav
-268.7994,146.10992,50.86418,32.13009,35.817924,28.313393,18.569563,12.49555,14.057496,15.579425,7.878314,4.5377555,9.424558,Al,130_2p5_Al_mc_AKGC417L.wav
-255.32529,122.773674,23.787298,42.71396,24.096998,9.395468,20.519703,6.2957835,14.556695,34.398556,13.696464,-1.318694,10.35542,Ar,130_2p5_Ar_mc_AKGC417L.wav
-223.90294,90.22212,30.134884,39.749466,18.346235,31.553673,10.314563,11.692458,11.355551,16.681913,10.300813,1.7866689,7.550551,Lr,130_2p5_Lr_mc_AKGC417L.wav
-329.26117,124.81666,75.96897,42.102394,26.107122,20.074821,18.517616,17.340567,14.158773,12.581255,12.076995,9.836263,7.012078,Pl,130_2p5_Pl_mc_AKGC417L.wav
-255.52354,78.90128,30.689005,37.48785,12.447502,26.843884,7.9114747,13.740505,12.780773,11.910341,7.7959123,7.781917,4.603608,Pr,130_2p5_Pr_mc_AKGC417L.wav
-298.56015,78.07221,28.963873,29.564114,16.88985,19.868326,8.969676,11.398698,7.9665494,12.785867,5.087153,7.1530404,2.7294126,Tc,130_2p5_Tc_mc_AKGC417L.wav
-349.40955,136.86467,47.864212,25.270658,21.19915,26.107367,23.856411,20.026476,14.96676,13.108958,11.4980345,9.007057,6.3405695,Ll,130_3b3_Ll_mc_AKGC417L.wav
-545.64453,110.50453,52.558083,40.414337,41.469353,35.900032,25.438784,15.976143,15.53432,16.32137,11.834534,9.226712,8.972009,Al,130_3b4_Al_mc_AKGC417L.wav
-432.2331,58.732273,30.962349,27.162031,23.716412,18.41613,14.702696,8.958735,11.09987,16.550404,12.325163,6.062518,5.881313,Ar,130_3b4_Ar_mc_AKGC417L.wav
-458.18497,90.471,35.33581,34.297134,24.013737,29.382715,19.537504,15.554924,9.848646,15.538032,9.427665,10.416124,4.7494726,Lr,130_3b4_Lr_mc_AKGC417L.wav
-443.34784,105.71226,70.05994,43.672783,31.953255,28.144957,25.33256,21.670061,17.579954,13.662263,10.535582,8.379337,7.0884876,Pl,130_3b4_Pl_mc_AKGC417L.wav
-467.40726,114.64964,47.479362,40.299114,31.367598,27.916029,20.805748,18.662607,17.587748,17.26228,13.861962,11.319258,8.874421,Pr,130_3b4_Pr_mc_AKGC417L.wav
-199.42728,84.27956,22.135683,41.337173,10.116739,35.121155,22.292524,4.072633,12.0526705,17.741798,10.030703,13.301963,5.8583026,Al,130_3p2_Al_mc_AKGC417L.wav
-346.62723,102.05784,37.400608,35.959663,27.38053,16.076687,19.205666,8.996955,1.79315,16.39982,19.384554,10.641684,12.8510275,Ar,130_3p2_Ar_mc_AKGC417L.wav
-345.11655,104.7554,71.170746,43.486435,28.454264,23.03329,20.846807,19.161581,16.91858,14.355146,12.048244,10.422234,8.863075,Pl,130_3p2_Pl_mc_AKGC417L.wav
-288.84772,96.91221,41.997196,43.31698,23.472193,28.40833,14.6782675,15.815834,11.721582,12.663473,9.810494,12.326896,5.6260715,Pr,130_3p2_Pr_mc_AKGC417L.wav
-499.74078,75.0576,34.25509,27.587591,19.39566,18.623678,10.596177,10.319377,7.1505055,10.836411,6.4928927,9.762373,4.259724,Tc,130_3p2_Tc_mc_AKGC417L.wav
-200.71225,79.454285,20.158873,37.96605,10.534981,39.47963,18.87802,3.3239665,12.063694,22.688707,9.943088,15.624372,4.6461296,Al,130_3p3_Al_mc_AKGC417L.wav
-348.14725,111.77829,71.22427,40.749252,27.103199,23.231924,21.26746,19.357777,16.678707,13.917798,11.572958,10.007556,8.397171,Pl,130_3p3_Pl_mc_AKGC417L.wav
-293.9157,102.46697,44.531044,42.685993,27.69909,27.13512,17.284882,16.965086,12.333057,15.117353,11.430098,11.775944,7.9109716,Pr,130_3p3_Pr_mc_AKGC417L.wav
-498.88303,76.97995,35.427944,26.462265,19.207224,18.555243,9.036414,10.156447,5.807621,11.916342,6.5941606,10.978427,4.686966,Tc,130_3p3_Tc_mc_AKGC417L.wav
-188.49286,71.795395,21.327658,34.45201,8.582221,42.655293,15.058332,4.687324,14.535676,19.804865,11.165256,11.9808035,2.5191317,Al,130_3p4_Al_mc_AKGC417L.wav
-353.5505,103.98193,69.5999,43.341995,29.682362,24.020706,20.712812,18.65222,16.713505,14.652889,12.3218775,10.37373,8.569751,Pl,130_3p4_Pl_mc_AKGC417L.wav
-294.0098,101.18031,43.79126,42.391422,25.822536,24.678001,15.545277,16.657051,12.837124,17.356573,12.042877,11.990335,6.842789,Pr,130_3p4_Pr_mc_AKGC417L.wav
-499.60336,75.536415,35.349773,24.89239,19.223886,17.70345,8.933416,11.258173,7.9354863,13.375093,7.4409413,8.990555,3.3290985,Tc,130_3p4_Tc_mc_AKGC417L.wav
-465.37183,99.66589,63.216015,40.194378,33.39432,29.397377,20.861635,14.952867,15.206139,15.574912,11.660617,7.6801867,7.422828,Al,131_1b1_Al_sc_Meditron.wav
-449.8637,53.52918,43.402283,32.995945,25.842133,22.551535,21.304726,19.91772,17.684092,15.296611,13.476901,12.334364,11.675279,Lr,132_2b1_Lr_mc_LittC2SE.wav
-479.79712,60.60415,47.02572,35.071766,27.895458,24.962934,23.386576,21.074543,18.418274,16.369818,15.307235,14.6521635,13.895377,Lr,132_2b2_Lr_mc_LittC2SE.wav
-233.16528,128.75201,46.435066,37.16444,30.7617,29.037828,17.38267,15.521095,11.9688425,11.799898,6.545583,6.8406944,6.341307,Al,133_2p2_Al_mc_AKGC417L.wav
-323.90207,127.765305,48.93404,34.873432,33.072727,26.643097,17.53127,14.024084,14.256553,12.760917,8.262686,4.9625773,6.798413,Ar,133_2p2_Ar_mc_AKGC417L.wav
-236.11917,115.030624,56.579082,50.269623,31.27106,26.663994,15.94242,15.963418,8.357276,10.554567,5.278779,7.8907447,3.7925334,Pl,133_2p2_Pl_mc_AKGC417L.wav
-370.92703,175.3996,51.014866,14.0314245,23.387741,17.260592,8.073106,7.6447973,7.9267507,6.1802607,-3.233861,-11.096005,-1.3225073,Tc,133_2p2_Tc_mc_AKGC417L.wav
-226.6196,126.06368,42.114113,41.24154,30.484798,23.05042,18.075537,18.714924,10.202263,11.553689,7.5482674,7.6629333,6.852892,Al,133_2p3_Al_mc_AKGC417L.wav
-318.87555,121.861465,46.06259,39.47038,36.415188,22.630737,19.485062,16.68332,12.049795,12.8995,11.086145,6.8767223,7.9180293,Ar,133_2p3_Ar_mc_AKGC417L.wav
-231.53264,116.50789,55.762596,49.62571,30.617336,24.545223,16.174212,15.972942,7.641853,9.092551,6.866958,8.467857,4.694896,Pl,133_2p3_Pl_mc_AKGC417L.wav
-269.37875,103.95456,44.412334,43.627308,24.04505,21.69658,12.823615,15.54771,5.8550763,9.353008,4.677337,7.5718317,1.5445944,Pr,133_2p3_Pr_mc_AKGC417L.wav
-377.89505,161.7457,60.662136,23.921944,24.075138,14.661274,3.9049282,4.2581625,9.09516,8.71497,-2.9104307,-9.477886,2.3894777,Tc,133_2p3_Tc_mc_AKGC417L.wav
-218.47542,133.39584,38.785477,35.27745,32.20951,27.037283,15.983919,16.524122,11.079655,11.758158,7.0526395,7.606282,7.049262,Al,133_2p4_Al_mc_AKGC417L.wav
-308.42142,136.4925,39.023853,33.714184,35.792503,27.385216,15.683715,12.905859,12.544671,13.518586,9.636677,5.8316565,7.744375,Ar,133_2p4_Ar_mc_AKGC417L.wav
-228.4149,120.278015,56.846302,49.450512,30.1536,24.786882,15.515176,15.201337,7.517131,9.49903,6.639397,7.770693,3.8736954,Pl,133_2p4_Pl_mc_AKGC417L.wav
-264.79385,109.111885,47.20219,44.103252,24.646624,22.732718,12.0426235,14.006836,5.4847126,9.515418,4.4589624,8.028076,1.5849925,Pr,133_2p4_Pr_mc_AKGC417L.wav
-368.58862,184.45073,48.531647,15.859975,24.242163,12.891107,6.6282873,6.6562424,3.7707975,5.9373665,0.03511555,-8.651644,2.616701,Tc,133_2p4_Tc_mc_AKGC417L.wav
-227.6426,132.85097,40.30175,31.3713,31.144392,31.665848,18.360836,15.442402,11.410948,12.337955,8.318004,10.372785,8.5529375,Al,133_3p2_Al_mc_AKGC417L.wav
-314.60327,132.93765,39.08529,29.790976,36.915905,33.212593,20.943405,16.585579,14.942701,14.09706,8.408263,8.952342,12.196001,Ar,133_3p2_Ar_mc_AKGC417L.wav
-318.32037,110.7813,52.790314,48.967228,30.817059,24.259464,18.301609,15.655091,8.491446,11.313312,8.448779,6.720687,4.9693317,Pl,133_3p2_Pl_mc_AKGC417L.wav
-262.80164,108.1535,47.141163,46.461437,26.085588,22.003149,14.283361,13.975285,5.1485376,9.509899,5.527042,6.028512,3.375974,Pr,133_3p2_Pr_mc_AKGC417L.wav
-381.89,179.93352,69.30714,17.852598,17.827833,14.549323,2.6744213,0.5680183,6.640702,8.589052,3.0666823,-1.419384,2.5510957,Tc,133_3p4_Tc_mc_AKGC417L.wav
-524.40125,82.24822,64.60813,50.953743,40.420033,31.73629,24.862324,20.22043,16.102282,12.638072,10.652097,9.533374,8.303042,Al,134_2b1_Al_mc_LittC2SE.wav
-491.6358,88.97617,68.79195,49.507782,34.92478,25.91308,20.858456,17.611753,14.943776,12.388556,10.214543,8.668665,7.6458497,Ar,134_2b1_Ar_mc_LittC2SE.wav
-477.86118,79.958534,63.179028,49.230606,38.68558,31.256674,25.4818,21.01728,16.903143,13.585418,11.495793,10.219801,9.089116,Al,134_2b2_Al_mc_LittC2SE.wav
-470.69968,77.161,65.4008,51.668697,39.034054,29.596743,23.524326,19.640516,16.81546,14.305675,12.074259,10.231972,8.903453,Ar,134_2b2_Ar_mc_LittC2SE.wav
-464.93964,76.64583,64.21918,50.70011,38.01675,28.893692,22.84505,19.27823,16.740423,14.69284,12.711034,11.052111,9.683781,Ar,134_2b3_Ar_mc_LittC2SE.wav
-428.0464,91.278275,74.622826,56.229294,39.564827,28.478964,22.007875,18.399652,15.318783,12.541905,10.222002,8.9765415,8.541395,Al,135_2b1_Al_mc_LittC2SE.wav
-362.78094,96.40574,70.882774,46.390068,29.446556,22.067165,19.651505,17.882477,14.865964,11.897611,10.664496,11.214451,11.581564,Ar,135_2b1_Ar_mc_LittC2SE.wav
-462.6916,148.34552,83.93209,43.710705,28.444582,22.354156,18.747663,15.337449,10.861208,7.548908,6.101836,5.4154954,5.3564634,Pl,135_2b1_Pl_mc_LittC2SE.wav
-410.9392,167.40355,68.45228,13.373187,6.0412354,7.4708595,5.286711,8.738281,15.0144,15.805452,12.272139,8.809889,5.76941,Tc,135_2b1_Tc_mc_LittC2SE.wav
-442.6256,72.22108,60.29944,49.96035,39.623955,31.569323,25.484722,21.150198,17.721052,14.745391,12.465191,10.960019,10.032688,Al,135_2b2_Al_mc_LittC2SE.wav
-466.67267,85.35451,60.898125,42.036476,31.4389,27.543299,25.342634,23.090479,20.153694,17.137499,14.629276,13.7377405,13.426845,Ar,135_2b2_Ar_mc_LittC2SE.wav
-450.18878,130.57039,77.87259,39.38389,25.028385,22.186056,19.46979,14.6415825,10.0851555,7.066771,5.6367507,5.3928237,5.448211,Pl,135_2b2_Pl_mc_LittC2SE.wav
-474.57333,104.80721,60.604362,32.71863,23.30929,20.361515,17.806273,16.83069,16.955181,16.899567,15.461995,12.749973,9.977588,Tc,135_2b2_Tc_mc_LittC2SE.wav
-433.53265,92.09996,74.14273,55.08047,38.30105,27.566885,21.766886,18.583744,15.722759,12.836421,10.452703,9.166522,8.63187,Al,135_2b3_Al_mc_LittC2SE.wav
-433.6725,106.871544,73.13039,42.63028,25.249939,20.207085,19.86211,18.51372,15.572334,12.870627,11.898118,12.522017,12.6762905,Ar,135_2b3_Ar_mc_LittC2SE.wav
-482.10272,139.67151,80.863594,45.295788,29.376825,19.19985,14.627861,12.742517,9.272318,5.4769115,3.571237,3.7439773,4.848576,Pl,135_2b3_Pl_mc_LittC2SE.wav
-442.9792,81.98951,67.57659,53.228256,39.710148,29.554405,22.297514,17.042568,12.93861,10.383622,9.035882,8.406245,7.945188,Pr,135_2b3_Pr_mc_LittC2SE.wav
-420.5825,154.11964,65.72281,16.392513,9.560697,10.244054,7.4215646,9.757656,14.709273,15.961286,14.016769,10.819399,6.200349,Tc,135_2b3_Tc_mc_LittC2SE.wav
-414.0491,75.84809,66.19707,55.462112,44.293324,33.793385,24.924295,18.085829,13.329764,10.016321,7.7914104,6.4242744,5.780314,Ar,136_1b1_Ar_sc_Meditron.wav
-489.12186,74.58266,54.990124,45.839977,45.39618,41.284355,29.565498,19.41757,17.733498,19.542238,17.595564,12.602565,9.81581,Ar,137_1b1_Ar_sc_Meditron.wav
-519.7164,92.52292,50.125957,31.53591,35.85996,38.828262,28.284584,16.576069,15.799866,20.544073,19.812897,14.260747,10.712338,Ll,137_1b1_Ll_sc_Meditron.wav
-252.0413,117.98798,40.671215,40.086586,27.551067,29.514948,22.852041,22.637085,12.789619,13.904782,4.482084,8.048436,5.081527,Al,138_1p2_Al_mc_AKGC417L.wav
-215.14217,78.417175,7.3182125,46.33199,1.0054876,19.724825,22.050306,16.824688,13.295777,13.209438,2.699585,11.279906,7.096738,Ar,138_1p2_Ar_mc_AKGC417L.wav
-274.01193,118.00557,51.88211,45.4104,31.411325,28.973022,19.083937,17.282272,10.148553,10.579268,6.6016984,9.066977,5.307293,Ll,138_1p2_Ll_mc_AKGC417L.wav
-242.21185,87.153015,25.792307,45.40329,13.248299,24.382624,20.262943,13.902339,10.9707,13.709182,6.433374,10.734348,5.768614,Lr,138_1p2_Lr_mc_AKGC417L.wav
-220.40628,131.75652,60.63688,49.37758,30.560778,26.06538,16.452894,15.3180485,9.389478,11.309865,6.794023,7.888256,4.7477164,Pl,138_1p2_Pl_mc_AKGC417L.wav
-252.27219,109.67967,54.08058,49.413174,31.209887,28.80882,19.38263,18.845549,11.679641,12.506783,7.701577,9.381005,5.1518946,Pr,138_1p2_Pr_mc_AKGC417L.wav
-257.4532,179.92673,50.370678,10.777152,5.7416635,-3.4068155,2.097649,9.400637,9.494997,13.414647,15.681036,10.316056,4.874864,Tc,138_1p2_Tc_mc_AKGC417L.wav
-261.77383,104.47655,35.00708,39.197018,25.166035,27.574356,21.66698,21.11988,12.727981,15.01947,5.7260385,8.975389,5.881947,Al,138_1p3_Al_mc_AKGC417L.wav
-224.32805,144.48259,55.307625,42.164543,27.51313,26.163204,21.019491,19.718637,13.687463,11.537608,5.471051,6.5073714,4.7466435,Ar,138_1p3_Ar_mc_AKGC417L.wav
-272.3136,116.291626,47.83612,42.815506,29.874525,26.87247,16.054861,15.560592,10.064021,10.468382,6.766123,9.195803,6.0612473,Ll,138_1p3_Ll_mc_AKGC417L.wav
-239.56412,92.81926,29.349363,45.402374,17.855276,21.407804,18.803553,12.432334,7.981167,11.729033,4.291527,7.658962,5.809893,Lr,138_1p3_Lr_mc_AKGC417L.wav
-233.37804,117.64889,55.126312,46.944218,30.587744,27.659655,19.414833,18.26675,11.853094,12.158401,8.077016,9.11499,5.01416,Pl,138_1p3_Pl_mc_AKGC417L.wav
-253.28165,108.64554,53.21218,48.305286,32.282494,29.533949,19.405802,18.349886,11.703807,11.91053,6.6659365,8.316438,4.4023447,Pr,138_1p3_Pr_mc_AKGC417L.wav
-255.58948,180.02737,38.763878,15.90426,16.618929,-3.4687808,-0.96124494,8.998728,7.58713,13.79452,17.644258,8.981157,1.0323159,Tc,138_1p3_Tc_mc_AKGC417L.wav
-216.99005,137.46175,41.749874,42.59149,28.684841,23.819035,19.39148,18.91543,15.523403,10.257045,3.0398295,7.8614135,6.605279,Ar,138_1p4_Ar_mc_AKGC417L.wav
-283.222,106.342606,44.033703,42.44456,28.735308,25.894297,16.3852,17.725195,12.552362,10.897565,6.7363663,12.164109,7.4914684,Ll,138_1p4_Ll_mc_AKGC417L.wav
-240.10834,84.67789,24.252924,46.17324,16.103527,20.19632,19.546228,13.834581,9.626239,13.222874,4.608469,10.380209,6.207753,Lr,138_1p4_Lr_mc_AKGC417L.wav
-224.56451,124.352196,55.788162,46.906086,29.574657,25.672562,18.123043,17.326696,11.5389385,12.824082,8.139049,9.342378,5.9648952,Pl,138_1p4_Pl_mc_AKGC417L.wav
-256.16736,105.50709,50.6538,46.14673,30.854511,29.396658,20.875738,19.723057,12.96263,14.157434,8.692302,9.751625,5.399443,Pr,138_1p4_Pr_mc_AKGC417L.wav
-256.51935,179.03523,41.586643,19.337156,15.2298155,0.43701196,2.5916967,8.881843,13.378016,14.859979,9.939954,7.534086,-1.8381577,Tc,138_1p4_Tc_mc_AKGC417L.wav
-255.3338,99.35654,38.934883,36.577072,23.637598,24.959608,15.679117,19.778666,9.380559,13.226587,5.523176,10.535141,4.692751,Al,138_2p2_Al_mc_AKGC417L.wav
-222.81143,117.32317,46.050247,38.336468,26.322477,26.495457,15.653533,20.200792,8.377488,13.721193,6.2800093,10.224785,4.202055,Ar,138_2p2_Ar_mc_AKGC417L.wav
-237.8747,122.232574,56.029324,46.613907,30.649158,27.424633,19.482813,19.483768,13.118923,11.560189,6.7533207,8.515807,4.9470806,Ll,138_2p2_Ll_mc_AKGC417L.wav
-355.52203,114.7249,70.201744,44.964016,36.818447,29.764835,23.499847,20.678593,17.274385,11.525723,7.444812,6.985407,6.8159957,Lr,138_2p2_Lr_mc_AKGC417L.wav
-248.09276,98.02839,38.076202,42.18369,27.89014,26.551964,15.54473,18.792171,10.442437,13.4439535,5.308195,9.978968,4.032617,Pl,138_2p2_Pl_mc_AKGC417L.wav
-263.6752,108.67172,50.973534,44.035885,29.830378,27.200468,18.359169,17.878502,12.443984,12.669486,8.466673,8.390998,4.5075293,Pr,138_2p2_Pr_mc_AKGC417L.wav
-399.20035,135.62894,35.16061,24.529732,28.680023,13.751863,9.227244,13.581593,16.919956,16.72923,12.442214,7.690464,4.730628,Tc,138_2p2_Tc_mc_AKGC417L.wav
-460.0103,84.571175,60.60675,35.360806,18.107637,10.288019,8.868762,10.9278,14.461258,17.332428,17.81884,15.959525,13.05958,Al,139_1b1_Al_sc_Litt3200.wav
-441.7522,110.1819,78.11898,44.08185,20.29976,8.703702,5.2547965,6.045552,8.883035,12.039753,13.927584,13.8558035,12.084975,Ar,139_1b1_Ar_sc_Litt3200.wav
-451.0692,116.04756,75.0368,33.7405,6.5595036,-3.7534237,-1.7288239,6.298598,14.682767,19.32884,18.955807,15.166617,10.908873,Ll,139_1b1_Ll_sc_Litt3200.wav
-429.1867,111.043045,79.93877,46.217995,20.796175,6.656732,2.5284808,5.346401,10.903025,15.34296,16.926456,16.128592,14.016987,Lr,139_1b1_Lr_sc_Litt3200.wav
-413.11618,105.40717,77.845726,48.12289,24.39899,10.3702135,6.172364,9.124376,14.863706,19.675442,21.831844,20.906857,17.237217,Pl,139_1b1_Pl_sc_Litt3200.wav
-420.3619,111.528885,78.97359,43.251842,17.324114,5.45469,5.19664,11.2279825,18.04869,21.975245,22.033714,19.117016,14.566155,Pr,139_1b1_Pr_sc_Litt3200.wav
-502.4684,72.33614,65.605156,58.155293,48.996254,39.70268,30.93847,23.51033,17.632996,13.403799,10.5814905,8.944915,8.115651,Ll,140_2b2_Ll_mc_LittC2SE.wav
-421.1485,119.17175,31.937983,10.138291,32.574337,35.196766,16.497835,10.162393,16.011034,15.656479,8.589188,6.391879,9.797362,Tc,140_2b2_Tc_mc_LittC2SE.wav
-483.2107,72.46328,65.5154,58.451496,49.418674,40.19675,31.24279,23.569853,17.367413,12.919848,9.963093,8.308718,7.506048,Ll,140_2b3_Ll_mc_LittC2SE.wav
-398.52066,112.216064,55.21364,22.858044,19.887514,27.122356,28.05383,22.0342,15.740135,12.623922,11.4954815,11.745552,12.085258,Tc,140_2b3_Tc_mc_LittC2SE.wav
-635.9509,156.20366,67.34986,29.357546,20.943005,21.01069,20.811396,15.575146,9.094418,5.121796,4.7719603,5.9463553,5.714285,Pr,141_1b1_Pr_mc_LittC2SE.wav
-510.899,59.19468,47.09494,37.716324,30.176348,24.766422,21.156315,19.465126,18.262602,16.244202,13.29579,11.085851,9.528816,Ar,141_1b2_Ar_mc_LittC2SE.wav
-661.12976,139.27719,57.783463,41.11123,22.446012,23.002214,18.89691,19.95914,11.304219,9.326308,5.704424,9.579141,9.083442,Lr,141_1b2_Lr_mc_LittC2SE.wav
-631.05096,170.41301,67.058495,32.402603,16.244633,19.651947,18.321554,14.047013,6.223391,4.380629,4.0651484,5.361814,4.042813,Pr,141_1b2_Pr_mc_LittC2SE.wav
-633.8468,133.97949,40.59866,21.735394,17.291594,18.022888,15.107235,13.632057,15.280082,13.9307375,8.909945,5.6975846,5.815908,Tc,141_1b2_Tc_mc_LittC2SE.wav
-637.93146,98.51628,52.56235,38.30123,34.66356,26.215437,19.55545,15.631737,13.389602,11.550094,9.085798,7.7142715,7.207634,Al,141_1b3_Al_mc_LittC2SE.wav
-578.68085,85.015236,60.327938,40.31846,29.81794,24.289646,21.073881,20.04259,19.176937,15.963233,11.676615,9.281534,8.678403,Ar,141_1b3_Ar_mc_LittC2SE.wav
-615.463,184.93471,74.27188,31.566435,11.632521,14.698762,15.00097,11.867195,3.9565434,1.6583359,1.590062,3.7718332,2.7687385,Pr,141_1b3_Pr_mc_LittC2SE.wav
-690.4708,118.755875,49.957397,46.265614,29.876923,27.08562,18.55051,19.209543,12.712547,12.411796,7.085804,8.251909,4.318192,Pl,142_1b1_Pl_mc_LittC2SE.wav
-539.4003,113.7662,45.081787,36.430782,28.149607,28.996479,19.745983,14.627584,8.969552,9.928339,7.6773605,7.03952,3.3110962,Al,143_1b1_Al_sc_Meditron.wav
-486.69925,110.60663,48.705833,35.930794,32.891636,31.494328,23.15812,16.814453,8.871671,13.600776,9.255791,11.85448,5.38926,Al,144_1b1_Al_sc_Meditron.wav
-414.11502,161.09949,10.6348915,-7.2643905,21.376455,32.61253,12.4736805,5.46265,12.190473,22.680126,12.233356,7.5042295,9.759875,Tc,144_1b1_Tc_sc_Meditron.wav
-403.6439,104.257,40.950798,35.56145,26.334255,28.936039,20.185074,18.388136,12.680321,15.926512,11.439145,10.377936,5.0808544,Al,145_2b2_Al_mc_AKGC417L.wav
-448.90356,128.2836,56.36175,33.593746,26.825974,23.580814,18.898123,15.000747,13.15568,13.022829,12.478917,10.4972725,9.086342,Ar,145_2b2_Ar_mc_AKGC417L.wav
-434.34415,111.81524,33.917503,29.085142,24.787327,26.927961,17.453112,16.291033,11.271235,13.43388,9.999107,11.51253,7.706987,Lr,145_2b2_Lr_mc_AKGC417L.wav
-267.5095,103.03812,46.225525,40.998302,24.846708,24.215858,15.356657,15.852897,9.681002,11.985804,6.8725734,8.764067,4.1928625,Pr,145_2b2_Pr_mc_AKGC417L.wav
-388.86993,112.07359,46.269844,35.706253,28.335468,25.857862,21.177671,17.729935,14.353934,13.699191,12.845882,11.218431,9.146514,Ar,145_3b2_Ar_mc_AKGC417L.wav
-393.4532,140.54947,65.52042,41.634827,20.815384,16.98995,11.441569,12.798767,11.949518,14.826293,13.278439,12.468935,8.504555,Lr,145_3b2_Lr_mc_AKGC417L.wav
-248.87007,102.94323,47.969627,42.257576,27.95808,26.66316,18.462374,17.846054,12.431186,13.178625,9.602546,10.228469,6.0549707,Pl,145_3b4_Pl_mc_AKGC417L.wav
-547.8261,95.89442,71.215355,46.913586,28.486506,18.130909,12.795695,10.321779,9.153005,8.957002,8.804391,8.387466,7.4188724,Pl,146_2b2_Pl_mc_AKGC417L.wav
-553.23206,120.54261,58.680645,35.92222,27.617865,25.125668,22.021564,17.399118,14.830628,13.768236,12.311468,10.524719,7.958692,Al,146_2b4_Al_mc_AKGC417L.wav
-601.0795,129.67622,52.17168,36.19059,22.578224,23.29347,19.446032,16.530346,12.748145,12.443132,10.40735,10.863212,7.684123,Ar,146_2b4_Ar_mc_AKGC417L.wav
-439.06046,123.66598,46.15146,35.68323,18.021866,21.349728,13.0254345,15.488168,8.146472,10.815505,4.3360043,8.322893,2.5806465,Ll,146_2b4_Ll_mc_AKGC417L.wav
-471.84573,150.47557,50.98313,24.436739,11.969909,13.808771,9.830851,11.954341,11.252652,12.705702,8.721479,7.7684274,4.9151473,Lr,146_2b4_Lr_mc_AKGC417L.wav
-650.30176,99.99444,39.590305,34.061134,20.738909,25.838556,17.177402,18.779942,11.0259495,14.393565,7.95695,10.319782,4.2830935,Pr,146_2b4_Pr_mc_AKGC417L.wav
-473.7362,131.70235,49.466206,35.92397,28.621286,30.68891,19.761044,13.975754,9.882224,15.439127,13.7375,14.275674,10.601847,Al,146_8p3_Al_mc_AKGC417L.wav
-419.06534,129.99693,35.99376,26.22609,25.162977,28.650042,16.761837,10.39696,6.824987,11.2532625,9.933056,11.81851,9.818613,Ar,146_8p3_Ar_mc_AKGC417L.wav
-293.7153,106.96324,-8.590017,24.30454,27.677908,18.757032,12.2864,12.865382,-1.2957308,6.8599014,2.9505231,5.876952,1.3874979,Lr,146_8p3_Lr_mc_AKGC417L.wav
-594.60034,106.11135,40.28114,37.489384,21.629793,24.040375,11.958444,12.853017,4.5343637,9.595545,4.650172,9.32635,3.1824908,Pl,146_8p3_Pl_mc_AKGC417L.wav
-552.4288,128.11928,57.972744,49.26905,28.107239,25.312536,10.646837,9.506501,-0.2399356,4.223771,0.28057683,5.511396,-0.81934947,Pr,146_8p3_Pr_mc_AKGC417L.wav
-302.99506,195.32857,57.11713,18.346588,10.222085,11.082261,6.160933,3.4609609,-0.6971932,1.915846,5.7148995,5.7601924,0.2561257,Tc,147_1b2_Tc_mc_AKGC417L.wav
-280.53644,189.0616,70.09484,7.1447954,2.12469,8.141995,6.27242,0.5554184,-0.52390087,5.3360014,10.325869,8.551041,5.353967,Tc,147_1b3_Tc_mc_AKGC417L.wav
-287.0841,205.15549,51.46375,9.761041,6.022498,11.46671,6.6965218,5.1133947,3.45789,6.6497436,4.0645676,2.5208838,-0.68078643,Tc,147_1b4_Tc_mc_AKGC417L.wav
-292.90698,136.80968,41.703724,24.513632,28.324972,30.308437,24.708897,15.206074,10.508411,13.207549,14.967864,11.043863,5.6439233,Al,147_2b2_Al_mc_AKGC417L.wav
-299.9102,152.59969,53.402306,25.016785,27.097834,28.173489,21.893955,13.759467,10.104862,11.492514,12.902647,10.768983,6.932499,Ar,147_2b2_Ar_mc_AKGC417L.wav
-340.0514,113.843414,74.800224,44.375824,28.94547,21.845999,17.472769,13.644113,10.784481,9.231854,7.6658406,5.235496,3.291915,Pl,147_2b2_Pl_mc_AKGC417L.wav
-295.76328,138.95041,45.677273,27.80131,29.087101,30.030102,23.116518,13.999891,11.901803,15.819069,16.612396,9.682906,1.9189982,Al,147_2b3_Al_mc_AKGC417L.wav
-309.36554,149.37894,67.13492,25.46867,21.21037,22.618572,19.100603,14.220274,12.7785225,17.333054,18.751074,10.673288,2.5967782,Ar,147_2b3_Ar_mc_AKGC417L.wav
-203.48677,119.24093,34.744328,34.211384,27.004063,30.442924,18.122372,15.671098,9.26849,16.047625,12.613663,8.645909,1.1160544,Ll,147_2b3_Ll_mc_AKGC417L.wav
